Split_Class,Sample_Identifier,True_AST_Nodes,True_AST_Edges,Weisfeiler_Lehman_Structural_Hash,Compilation_Status
Safe_Single,Sample_323,13,12,8f2f9a1008dce9a906d744098e49f74c,PASS
Safe_Single,Sample_324,14,13,8a47cbce2844a078d974d03f572a68d2,PASS
Safe_Single,Sample_325,16,15,5667e6d6fae37a722da762cc6f5fbeb7,PASS
Safe_Single,Sample_326,15,14,e823ea55bdb3cb423a979da939407c34,PASS
Safe_Single,Sample_327,14,13,8afb3073c68d3514caaf6314b1bd3aed,PASS
Safe_Single,Sample_328,19,18,882d4a5f1e1a1364b127789395acf412,PASS
Safe_Single,Sample_329,13,12,6a60f9f148c7b0df36411087a5723548,PASS
Safe_Single,Sample_330,19,18,331c5413d667bf65e97a694852c5cc95,PASS
Safe_Single,Sample_331,12,11,beae1cd7cc9bfacaa98251f043cafc8b,PASS
Safe_Single,Sample_332,16,15,e5577038809d81cca76bb82abd7c11c3,PASS
Safe_Single,Sample_333,16,15,080e2ae97c96e4ffbdb6a9df31d764b4,PASS
Safe_Single,Sample_334,14,13,099947a1fa62e006ae81449e1ab6062e,PASS
Safe_Single,Sample_335,16,15,88b7f075d6f220b4932aa42015753c39,PASS
Safe_Single,Sample_336,20,19,91cf16bdebc4e5092742601eb518a1e3,PASS
Safe_Single,Sample_337,17,16,287a0bb8944cc165eb378eb9ab0cedb3,PASS
Safe_Single,Sample_338,18,17,cc0717a10f7adb144183e2a5f7c1956b,PASS
Safe_Single,Sample_339,17,16,42acb0ee20dc080cb4b42315e47afbfb,PASS
Safe_Single,Sample_340,20,19,37b1c456e552a4c4d53f6d454c708efd,PASS
Safe_Single,Sample_341,19,18,d66f5c95437aa252a9ce42bf8bf0729a,PASS
Safe_Single,Sample_342,19,18,d06c82ac55322221057b06c20936881d,PASS
Safe_Single,Sample_343,17,16,56aaceb62e6a08b3e6af465a272336ae,PASS
Safe_Single,Sample_344,18,17,01fc658138a86b8f66209fd32240306d,PASS
Safe_Single,Sample_345,19,18,fae7cb7a1f2f7ffd3bc2a3922e1975a1,PASS
Safe_Single,Sample_346,18,17,8b27f8748081fb0d2672a87f001d44b1,PASS
Safe_Single,Sample_347,13,12,fe76e2094645fc4810b29197959e6a0e,PASS
Safe_Single,Sample_348,20,19,d0bb906549bd99b198629e3f323102ea,PASS
Safe_Single,Sample_349,18,17,26a1676e8b43d8608a8edba9cd6fedad,PASS
Safe_Single,Sample_350,19,18,b1b69acd967c537daac71e47a2c9a1d1,PASS
Safe_Single,Sample_351,20,19,c26bde02bedd4bb171c40a44b472525f,PASS
Safe_Single,Sample_352,18,17,f838a12288fd8d29e21621b6285e72ef,PASS
Safe_Single,Sample_353,18,17,2723da226f1b6f0ec71dcbc28bd318f0,PASS
Safe_Single,Sample_354,19,18,96811875ec544862599f3c086703aca4,PASS
Safe_Single,Sample_355,16,15,72582554da572227522c86f855975628,PASS
Safe_Single,Sample_356,15,14,84e5c4c85d080732844733469247cfbe,PASS
Safe_Single,Sample_357,18,17,d9a266a42832c5806ff5fe6dd56e98f7,PASS
Safe_Single,Sample_358,16,15,01b4789938d8e7b0fd27c4119d5dcbe7,PASS
Safe_Single,Sample_359,20,19,f780a89c4f47afc84c3af7d4b9bf7dff,PASS
Safe_Single,Sample_360,19,18,13c9aeb24e8ac2f42bcda4a55589dc58,PASS
Safe_Single,Sample_361,16,15,a13f97697f0cc9e75fd554b5294fff43,PASS
Safe_Single,Sample_362,13,12,e95340f6a1395e1d67c2ddfa23186586,PASS
Safe_Single,Sample_363,20,19,245c68ee5531f2f592bdc5fd3c526e30,PASS
Safe_Single,Sample_364,18,17,e4d4b6a1d5d4f653d89bad7d6beceabf,PASS
Safe_Single,Sample_365,19,18,e1577fe9f74d9ce397a3c001778a1f5b,PASS
Safe_Single,Sample_366,16,15,7fa1fd0eb6b91493dcb18278e2be04d0,PASS
Safe_Single,Sample_367,17,16,41c857dd7b6f5d8f0b1143fa11a2ea76,PASS
Safe_Single,Sample_368,14,13,d9d914ef9291e5fd177295a52f819db5,PASS
Safe_Single,Sample_369,14,13,ae358fca6af44c302ebf2e81f0da628b,PASS
Safe_Single,Sample_370,20,19,ccfd8ea8cdf9095a8d5cb71bca91d150,PASS
Safe_Single,Sample_371,13,12,3c806dada08e16ca25bc98b791fcc96e,PASS
Safe_Single,Sample_372,18,17,02b2826a8c0912f05bb07bf76e3ece38,PASS
Safe_Single,Sample_373,20,19,e8a10f763af0d9144bf72b72ae40ebe3,PASS
Safe_Single,Sample_374,18,17,1a753f4315859fef7ce74cfbb4c9611d,PASS
Safe_Single,Sample_375,21,20,0ced0e3d5e3c1df834602ec98184540d,PASS
Safe_Single,Sample_376,19,18,71513a28344e0985bf4cc08c40e7574c,PASS
Safe_Single,Sample_377,15,14,2031ac0ebc408854eae046b0aa31ca5d,PASS
Safe_Single,Sample_378,13,12,808bee1a80c2cf5728aa929350113d12,PASS
Safe_Single,Sample_379,16,15,becfbba5e182e4ff00f1b7da9d6f33ca,PASS
Safe_Single,Sample_380,12,11,a3f1631daaa9e7ebc67a1a94e5e4abb5,PASS
Safe_Single,Sample_381,15,14,97d13e6c3aa834cbe1f6cac9b78bd1f1,PASS
Safe_Single,Sample_382,17,16,7c3c38ea7eee94f64da5fa433c2bad95,PASS
Safe_Single,Sample_383,18,17,f0889f37092be1a27a1f036a7b597b91,PASS
Safe_Single,Sample_384,20,19,637515c173b6886656a085a3813d9cee,PASS
Safe_Single,Sample_385,19,18,f4c084898a7e7a9d8428bd3b05dcec28,PASS
Safe_Single,Sample_386,18,17,e42b1f3d6fc0beac4b59f9cbf3ebded2,PASS
Safe_Single,Sample_387,20,19,7671c9d43f7226bcff525ac68c351240,PASS
Safe_Single,Sample_388,18,17,6dc08d26d1c6f821b11dab6e3a8d5718,PASS
Safe_Single,Sample_389,19,18,98ee2cc408247a96eb46ffb23772a9d7,PASS
Safe_Single,Sample_390,16,15,d9acc48e0ff89f2489694da8a2383013,PASS
Safe_Single,Sample_391,18,17,26a2932def2e273b776927e1f488b5f4,PASS
Safe_Single,Sample_392,12,11,998be10f0c6631b6b4f29ac4bc2f7659,PASS
Safe_Single,Sample_393,19,18,6a9a06a6d649ce972eb7a01d287c9bde,PASS
Safe_Single,Sample_394,16,15,4d15e88f5c9af483cc97475dce65cc91,PASS
Safe_Single,Sample_395,15,14,d6bca7faaac6423dcd87ee6ab7d1afcd,PASS
Safe_Single,Sample_396,14,13,1c0f05bc7510a36cfd8d95230ab622d7,PASS
Safe_Single,Sample_397,18,17,9219952060aa9bbcc5e8cc2123a94e14,PASS
Safe_Single,Sample_398,20,19,d70b95d364df55fcb87013e0116358a9,PASS
Safe_Single,Sample_399,16,15,383bcf92ff7aa7e86c5267acbb5a690d,PASS
Safe_Single,Sample_400,16,15,8788618047f2b3c93fb06bf712f3f20b,PASS
Safe_Single,Sample_401,15,14,cce219ccd9cf9b9f685b1a66f16e5f0f,PASS
Safe_Single,Sample_402,14,13,8c7853b93b00cb382b69b990331b2f37,PASS
Safe_Single,Sample_403,14,13,e7fd38891855a32a4d988cd88f87caa0,PASS
Safe_Single,Sample_404,17,16,f0eb14b58db3d4b9cd999ec2ab88b5c3,PASS
Safe_Single,Sample_405,18,17,3d99895cb4250a9fa8433481b9c29193,PASS
Safe_Single,Sample_406,16,15,48313a9663baa6f670bd022089d980b5,PASS
Safe_Single,Sample_407,18,17,3fb3dcd89742df5b5fcefbb5903599ce,PASS
Safe_Single,Sample_408,18,17,2377e72845840b858f3a9864a66ba49b,PASS
Safe_Single,Sample_409,20,19,e1c09a4f73af850ea4e6b8e3c9e3adee,PASS
Safe_Single,Sample_410,16,15,34ca072ac62c36f4094a7a76362f61ad,PASS
Safe_Single,Sample_411,14,13,d5d60c8940f2ab0d788fde1263e9bb58,PASS
Safe_Single,Sample_412,16,15,1c645a73e07263b4f80d3ce275e0c80a,PASS
Safe_Single,Sample_413,14,13,9c2d9fc8df27acac39800dddd653af90,PASS
Safe_Single,Sample_414,17,16,fc33029e639aeeb84364f034e4f3823c,PASS
Safe_Single,Sample_415,15,14,c1539c344cb668d7ffb9e39e093b83e1,PASS
Safe_Single,Sample_416,15,14,8662df4331299dd2d68f3cd216c6ef14,PASS
Safe_Single,Sample_417,17,16,35903e0d92147ed1bc89a4d0e05bee43,PASS
Safe_Single,Sample_418,17,16,53be344dc7a0224a2b9d5f450753671e,PASS
Safe_Single,Sample_419,16,15,078ec334e946f75b3a1a6626596b3dab,PASS
Safe_Single,Sample_420,20,19,703d2feaf4d3aa91d9abbfa3e1d71792,PASS
Safe_Single,Sample_421,18,17,d6bdf820d9c58c59f172d99e01513f1f,PASS
Safe_Single,Sample_422,15,14,c88ab21ebbe90c91bb323b3d5ec3e16f,PASS
Safe_Single,Sample_423,16,15,542bb01bf5e017a6968328d1e5733a64,PASS
Safe_Single,Sample_424,15,14,854dd6c0776594b62abf02e88067a1aa,PASS
Safe_Single,Sample_425,16,15,7fc03395f605a063281611b3abed45f4,PASS
Safe_Single,Sample_426,18,17,dddb741633585dc59f82736098d8ba02,PASS
Safe_Single,Sample_427,13,12,e052d1c3757b83a2d470183f994b1d55,PASS
Safe_Single,Sample_428,16,15,fafeb99c5a7c0171fa7c0ff1e223ce18,PASS
Safe_Single,Sample_429,20,19,7175885f672f8de699613c5584054265,PASS
Safe_Single,Sample_430,19,18,4b10a3892434cbc9cbd8fc7a0b8c465c,PASS
Safe_Single,Sample_431,20,19,d73e43b571dc522ba610d9d6f1bb50d3,PASS
Safe_Single,Sample_432,18,17,b8e6032095dd0d0ee8221ba4d846bf49,PASS
Safe_Single,Sample_433,15,14,f70207e5f392c55e8af6e92fd9492f2f,PASS
Safe_Single,Sample_434,13,12,84a080cbecc511ffca2e4cdea8e90c89,PASS
Safe_Single,Sample_435,16,15,05f73713b84f24f5ce98236872e97cc0,PASS
Safe_Single,Sample_436,21,20,6de1671685aebfe891cee9ee1ee88e0e,PASS
Safe_Single,Sample_437,19,18,e9794d8988a6bb1a266b1f389cfa7d23,PASS
Safe_Single,Sample_438,20,19,276f5a7a7e22f2397b49684516b0918f,PASS
Safe_Single,Sample_439,14,13,a6d13ddabb6eb99b90d70ded9ffad288,PASS
Safe_Single,Sample_440,18,17,0df650e04d41cb252d4f4a6b9acb0fa2,PASS
Safe_Single,Sample_441,15,14,d8a084bd9766a74737fdce84fed042c6,PASS
Safe_Single,Sample_442,14,13,f7fa2b99011d2b71cdcbca0db010f139,PASS
Safe_Single,Sample_443,16,15,f56a0c9aab4c74c1eb549de8f3bace0b,PASS
Safe_Single,Sample_444,15,14,f443f859820c50d2bbaad406ae2eddf7,PASS
Safe_Single,Sample_445,15,14,688f86c8f5376475546e419a4db67494,PASS
Safe_Single,Sample_446,14,13,0f81b3b3195efeb53ac23165e6913eaf,PASS
Safe_Single,Sample_447,14,13,aafdaee6e9abdd1760955aae5c4fe5cb,PASS
Safe_Single,Sample_448,18,17,80231ff96f59e9892588001f39dce2df,PASS
Safe_Single,Sample_449,19,18,bfdbff200ab8c8f123216d01bd3c56ad,PASS
Safe_Folder,Sample_0,19,18,e696a27159279f39bbbd0c6be5d6bb83,PASS
Safe_Folder,Sample_1,19,18,77d1b68fdcc47a2cd58b422b341b0082,PASS
Safe_Folder,Sample_2,16,15,fb243dc3673be5ea74aa2065b54c4845,PASS
Safe_Folder,Sample_3,18,17,0ca76c91c062d9d1c048515fc735e90e,PASS
Safe_Folder,Sample_4,16,15,0e057f08624919347fb6e8ca60b54e61,PASS
Safe_Folder,Sample_5,13,12,fdc9fae6f97be38ee9a282f1acacca4b,PASS
Safe_Folder,Sample_6,19,18,d2766f552ced52c7e74a3e66c4478817,PASS
Safe_Folder,Sample_7,14,13,bb4ae5875e2fdf2b48bfa1d526fd70ef,PASS
Safe_Folder,Sample_8,15,14,ff0e2f155afe82a9ff577e300cab9690,PASS
Safe_Folder,Sample_9,16,15,5f8565096d334b8aa72ad8f417a7fd06,PASS
Safe_Folder,Sample_10,19,18,e9e8676877f0114493060ef53313d041,PASS
Safe_Folder,Sample_11,17,16,cdaac90e68a7a883ba6c2dae3e576f3d,PASS
Safe_Folder,Sample_12,13,12,72449d0915122e7d030aef160bd4c74c,PASS
Safe_Folder,Sample_13,15,14,fc4ea6635337927efc13bf2dac624a68,PASS
Safe_Folder,Sample_14,13,12,7b96bf3208a80dc800ddc756b6842393,PASS
Safe_Folder,Sample_15,17,16,7e4b8aa8b76f42beb9761072ae109674,PASS
Safe_Folder,Sample_16,21,20,1f23ac75db71cbe18aecd916f182c3b1,PASS
Safe_Folder,Sample_17,15,14,99f0b0b93f0665cbdfc64fc956687aad,PASS
Safe_Folder,Sample_18,18,17,20625043535644c2e233b0b7a16f6177,PASS
Safe_Folder,Sample_19,15,14,90a6d3e5bf800532a4cfe7284fc5d42d,PASS
Safe_Folder,Sample_20,19,18,351261e286849eb81b9d93b4a16da4df,PASS
Safe_Folder,Sample_21,20,19,8277e1fc2889b75b01089a772b7c843b,PASS
Safe_Folder,Sample_22,19,18,dd63477ccd7b77673d0217553fdf5516,PASS
Safe_Folder,Sample_23,14,13,79392841076d086af6060def2e0f1d8d,PASS
Safe_Folder,Sample_24,14,13,b040fbd47dfe8529c76b54c36735d913,PASS
Safe_Folder,Sample_25,13,12,1bd64f4dc3b03dcd69a3d05082a978ec,PASS
Safe_Folder,Sample_26,17,16,33290a6d5437d471f6ccc4108e21af1c,PASS
Safe_Folder,Sample_27,15,14,20d691f1553ad1cde969d341262ee484,PASS
Safe_Folder,Sample_28,18,17,de2361bd399db5681ae02651c514b071,PASS
Safe_Folder,Sample_29,16,15,be451a7b32cc01b9dc481047acf9b191,PASS
Safe_Folder,Sample_30,19,18,89cc79780c66afa68d16cc4fcecf39c4,PASS
Safe_Folder,Sample_31,17,16,7d7948a491dfcb71c26d76a2e4c606d1,PASS
Safe_Folder,Sample_32,17,16,6edd31b151dee815e158fff30d0507f2,PASS
Safe_Folder,Sample_33,18,17,b8354ff7f2a8e42b5c72bfd5dedf398f,PASS
Safe_Folder,Sample_34,13,12,d836a75a5ae25b21b0d9691c24c90f22,PASS
Safe_Folder,Sample_35,19,18,76d574835b483a373a6e58983eed0d99,PASS
Safe_Folder,Sample_36,13,12,196143844d11dc478f0bf3e72fb9bb82,PASS
Safe_Folder,Sample_37,20,19,7f333a794825ad9ae3d287ceeef0860f,PASS
Safe_Folder,Sample_38,20,19,e239dd971e2f69c1c77ae6ced2428c96,PASS
Safe_Folder,Sample_39,17,16,6a0929e1195f1f9360379a3d481e2712,PASS
Safe_Folder,Sample_40,14,13,ae08ca9b5770220cfdeab91d881943d5,PASS
Safe_Folder,Sample_41,13,12,13e89363eb1f2a1eb7d5e468983ee914,PASS
Safe_Folder,Sample_42,13,12,f077efa243788f7d33c57a0ba9ad7bc1,PASS
Safe_Folder,Sample_43,12,11,489a811ffbc74d07193f0001a9b36161,PASS
Safe_Folder,Sample_44,16,15,fa8c159ed9d0d4946a6cd7fffe68dcce,PASS
Safe_Folder,Sample_45,16,15,54615cb81f8417fcdf844f644e700b34,PASS
Safe_Folder,Sample_46,17,16,0f2082a724a3cc214af922b461560148,PASS
Safe_Folder,Sample_47,19,18,2c5424f51b30eaa73a30e93107cebc73,PASS
Safe_Folder,Sample_48,17,16,9c8ad367997635cd7a3428f90876684b,PASS
Safe_Folder,Sample_49,18,17,31dc9b514d03c636b4698a70f4e865cf,PASS
Safe_Folder,Sample_50,18,17,bec3c0b876b27a9bfa333595d42f8ae3,PASS
Safe_Folder,Sample_51,17,16,53edeb8df9055af9b626f490812f9c03,PASS
Safe_Folder,Sample_52,21,20,c327ebbc4126616d6d72e732a321f38f,PASS
Safe_Folder,Sample_53,15,14,76b4e4399541aaed49a732893c1bf17f,PASS
Safe_Folder,Sample_54,16,15,5c9a654356871e209e3fc98a2f8fa18d,PASS
Safe_Folder,Sample_55,13,12,9add06f2fe069dc01c088cfb983b0dc4,PASS
Safe_Folder,Sample_56,15,14,45ea0b0aba1ae53aacedd31ad268b0b5,PASS
Safe_Folder,Sample_57,14,13,c2bb28afd43701d1d76fc5cecbedd5de,PASS
Safe_Folder,Sample_58,19,18,7729feb3b396d728a514908fe2304623,PASS
Safe_Folder,Sample_59,14,13,78f9ab9ff908967634e26a6693c21ee5,PASS
Safe_Folder,Sample_60,14,13,b273f23b91d09b44a317c8272cbf1d14,PASS
Safe_Folder,Sample_61,19,18,1af2a8478e9430094db487d7d32c806b,PASS
Safe_Folder,Sample_62,20,19,191c629018e7f8bfe5a66b74b60a4f67,PASS
Safe_Folder,Sample_63,20,19,a40fd7d1509db9c8c3c83897db7dba04,PASS
Safe_Folder,Sample_64,21,20,54a1f1ce740fd60f4082a462e444a53c,PASS
Safe_Folder,Sample_65,15,14,f849cff77106d299014c8abc7fe39a62,PASS
Safe_Folder,Sample_66,16,15,395f98a285c65305c74908727090191c,PASS
Safe_Folder,Sample_67,15,14,730015a6c210127df648458f0feb9c89,PASS
Safe_Folder,Sample_68,14,13,45fafd031e607bd9498a7459160e9c8e,PASS
Safe_Folder,Sample_69,19,18,4415bada1ffa83c20d99611569f6539d,PASS
Safe_Folder,Sample_70,17,16,cffab45a4d1408843f40e010de354fba,PASS
Safe_Folder,Sample_71,17,16,3c744d58d802c2929fe4863f1ba6f0dc,PASS
Safe_Folder,Sample_72,16,15,bc9ffe29133f29857de2d37749489bf3,PASS
Safe_Folder,Sample_73,19,18,e79d45a3ce23e0b5e3528cdbe5ea4c56,PASS
Safe_Folder,Sample_74,20,19,78813100d1858fbb5a9a5752d2762155,PASS
Safe_Folder,Sample_75,18,17,b52e5d64ee0308a4cdcaba57a694b3e5,PASS
Safe_Folder,Sample_76,16,15,c25211d7b1f1b59e1428f1ad4fd30a41,PASS
Safe_Folder,Sample_77,13,12,2112a2a5f759558d48fb0d43187fce18,PASS
Safe_Folder,Sample_78,16,15,ceedf30ddfe5a9299fdcff2e7e669d7e,PASS
Safe_Folder,Sample_79,18,17,c61daa807ecdc52277bbe4b32119e247,PASS
Safe_Folder,Sample_80,16,15,0aa38ca58f4a66a9070a4c4948f76980,PASS
Safe_Folder,Sample_81,17,16,79dad9362f4a92127cdc6f95e8aed3ee,PASS
Safe_Folder,Sample_82,15,14,9d2fb6d13ba35627ea16e6d17da69e9a,PASS
Safe_Folder,Sample_83,14,13,1626a478b96cbdc50f324e49efc57d52,PASS
Safe_Folder,Sample_84,13,12,ff4fe5d9581d20b6c5658c6a8b7a0303,PASS
Safe_Folder,Sample_85,20,19,61d8ba5f9c6fcf5abbfd81cd281250d7,PASS
Safe_Folder,Sample_86,19,18,0e13881b91975be36cd8db724deabdfd,PASS
Safe_Folder,Sample_87,20,19,37de5db7b307402123f269e76b9ba181,PASS
Safe_Folder,Sample_88,18,17,90172b58e7811672a81419267b6c4596,PASS
Safe_Folder,Sample_89,15,14,ca736b683fde245d5889181dad1e4e64,PASS
Safe_Folder,Sample_90,18,17,5f17d4e1e7b8ad64111ecf7fe193b040,PASS
Safe_Folder,Sample_91,12,11,b055368cd206a54a26279d4d604339a3,PASS
Safe_Folder,Sample_92,16,15,57c46c2639b48694170f6c858b529788,PASS
Safe_Folder,Sample_93,14,13,8e9ee8eb8db61a77d080fc9209600e48,PASS
Safe_Folder,Sample_94,17,16,841ae0c92bb6b8c883f9b7c878ace1bc,PASS
Safe_Folder,Sample_95,16,15,ab094e7e123871ca9ef35121693edf02,PASS
Safe_Folder,Sample_96,15,14,b91c4b6f1ab4b7b139d99bd628a266e1,PASS
Safe_Folder,Sample_97,18,17,82b027516fd4428e5217ffef513f2af5,PASS
Safe_Folder,Sample_98,20,19,dc145572a6c26dfda4f1281e6824bb11,PASS
Safe_Folder,Sample_99,19,18,bb11815c5b51202cd6ff80ad1b422ab4,PASS
Safe_Folder,Sample_100,21,20,d292e6a856c93820f696d77f8ef592a2,PASS
Safe_Folder,Sample_101,13,12,1017995d58fd491d43b3d28e68e30f13,PASS
Safe_Folder,Sample_102,13,12,c39d7686fb9b0dee38bc456de79e0e0a,PASS
Safe_Folder,Sample_103,14,13,d9ba0723162f95ae2243515fd6a12b7b,PASS
Safe_Folder,Sample_104,16,15,af7ff45b8e05d7c673eab22198c5fc4a,PASS
Safe_Folder,Sample_105,16,15,ca811b1c9f6c2102e68ff23e9ccdad25,PASS
Safe_Folder,Sample_106,15,14,05d84fef42dd9bc0cf879ad808654092,PASS
Safe_Folder,Sample_107,13,12,74291f58cbda3955a489cfee43f6b7ea,PASS
Safe_Folder,Sample_108,20,19,72bd4fdcde3ce3670ea5b8676f1fe3cd,PASS
Safe_Folder,Sample_109,20,19,9520ff3657c5e425f0812bee1b7d309b,PASS
Safe_Folder,Sample_110,20,19,cb1d2df9fa35a7ee2c79988e1c46fbc6,PASS
Safe_Folder,Sample_111,14,13,89b9bf662314e8dfe6a651e67fe87d30,PASS
Safe_Folder,Sample_112,18,17,d821dcd676e869d290a45e9ce3b24cb2,PASS
Safe_Folder,Sample_113,17,16,72c7384a40b3af112a1e3afed42955cd,PASS
Safe_Folder,Sample_114,16,15,2fcc0f34962579515380dd5b956d79a0,PASS
Safe_Folder,Sample_115,14,13,c3b33c37a4a8c9250cc22207fea82b9c,PASS
Safe_Folder,Sample_116,15,14,ef857057d2f46b205b8b4d1ce03ff064,PASS
Safe_Folder,Sample_117,17,16,6326c0b978c3e671851d757ab14a18d4,PASS
Safe_Folder,Sample_118,16,15,7781e2902e1bdd3f411bfb3efbefed16,PASS
Safe_Folder,Sample_119,20,19,022413d068ff248dd609419adfe4da4c,PASS
Safe_Folder,Sample_120,19,18,b781fb2ea078e218b83475ef4a2ae801,PASS
Safe_Folder,Sample_121,18,17,a0c592db49d8f774ac08d788e832f356,PASS
Safe_Folder,Sample_122,19,18,2faa2e47d7dc8316a28470d4b77f94ec,PASS
Safe_Folder,Sample_123,14,13,efa3554f538a52ddee8f9f3448063566,PASS
Safe_Folder,Sample_124,21,20,a582fc83008da449e5ec15a5d61163e8,PASS
Safe_Folder,Sample_125,13,12,10919b90af6e14829d58f43bb49109dc,PASS
Safe_Folder,Sample_126,14,13,dbf7b1e809c03087368f3b7adc1204ce,PASS
Safe_Folder,Sample_127,13,12,25aaee5e64293a2366ea65a9ddbb2605,PASS
Safe_Folder,Sample_128,18,17,42b08a3ddac44db04c33f4f48e81f3c7,PASS
Safe_Folder,Sample_129,16,15,e24e1d8f2ec6a58caaf25a54fe7d3e41,PASS
Safe_Folder,Sample_130,18,17,c25ae5a61b3b0e3e27780c7b4a61070f,PASS
Safe_Folder,Sample_131,13,12,aa58b0ece92c39b7b2069aad91f22811,PASS
Safe_Folder,Sample_132,13,12,5029065bf6884885565b773d29d08eb1,PASS
Safe_Folder,Sample_133,15,14,e9269e10a4da6e3c6418512b27cec569,PASS
Safe_Folder,Sample_134,15,14,9e6f8902d08844529776e3549dc1881d,PASS
Safe_Folder,Sample_135,16,15,eec50caf77bff7bfe9009297cfde0345,PASS
Safe_Folder,Sample_136,19,18,147f3f700ca49a27883dc5357b737485,PASS
Safe_Folder,Sample_137,15,14,6bd714ee9669ca84f68017919a158974,PASS
Safe_Folder,Sample_138,13,12,284f0741ec8fe47564f728f39280fb4c,PASS
Safe_Folder,Sample_139,18,17,938bd953ffb557b4db483cc02204e85f,PASS
Safe_Folder,Sample_140,19,18,2e816badb576bc2fc73e1b5815c8f1c9,PASS
Safe_Folder,Sample_141,18,17,0ab2cbdc82c0c598f844c706a4574a02,PASS
Safe_Folder,Sample_142,20,19,6eacef25a70edd26c048fb684d4e3e3c,PASS
Safe_Folder,Sample_143,19,18,5ac9a054558c4efe6b7bf297475c65f9,PASS
Safe_Folder,Sample_144,13,12,a3e66b99fbee6e5d126e01af254776a9,PASS
Safe_Folder,Sample_145,19,18,3b06679c517ddd08e1d55958150ab840,PASS
Safe_Folder,Sample_146,17,16,e75c826167681cc4482ef44a28563d52,PASS
Safe_Folder,Sample_147,14,13,80dd4ce7e84633edf17bd9622a98b353,PASS
Safe_Folder,Sample_148,15,14,5bfe3ec9cbf6a79680b79112f092d86b,PASS
Safe_Folder,Sample_149,13,12,31e683a3582e29fdd0363550b38399fe,PASS
Safe_Folder,Sample_150,14,13,f38df148bf5a9c92edde9ffc2b5d6cae,PASS
Safe_Folder,Sample_151,18,17,4de2118e85efd319ef459638678bfa19,PASS
Safe_Folder,Sample_152,18,17,ab39e2b547b292c32e883b7e0e71da2b,PASS
Safe_Folder,Sample_153,16,15,872e447048fb4343a5c46a62edf06cb4,PASS
Safe_Folder,Sample_154,14,13,e03dbfbfd25cad81b7a7747ff2989bb3,PASS
Safe_Folder,Sample_155,19,18,09275766655bb872624776ae8e4c51e4,PASS
Safe_Folder,Sample_156,19,18,5162cc3fc9d829af29c614ffddde08e0,PASS
Safe_Folder,Sample_157,20,19,af684da1daa6bc0f8bb42e6d2aac7762,PASS
Safe_Folder,Sample_158,18,17,f7de0cf738892ef03aa5ffa97c9d99a7,PASS
Safe_Folder,Sample_159,17,16,32e5077f3967f7253342f622825cca06,PASS
Safe_Folder,Sample_160,15,14,457cd346cfd23f082c0a039167e52c14,PASS
Safe_Folder,Sample_161,15,14,17ca49e372d0335bbe398f38b90946a5,PASS
Safe_Folder,Sample_162,18,17,dcdf5e9bb7cb3528be4356a024a08fa4,PASS
Safe_Folder,Sample_163,12,11,9be27c425258789721fc832b4d8f0002,PASS
Safe_Folder,Sample_164,13,12,3c7078d09217aba5c4df2b9e940cffd3,PASS
Safe_Folder,Sample_165,14,13,b0f7c72f71151253ce7672ad162f9b66,PASS
Safe_Folder,Sample_166,18,17,be2e79fb44fda33ef0ea721497da249c,PASS
Safe_Folder,Sample_167,18,17,046dfe2c075f60655361657590cc1a27,PASS
Safe_Folder,Sample_168,19,18,0b8210627f216170c043d57149d6c75e,PASS
Safe_Folder,Sample_169,15,14,3277fba11636ec14422486b308c8b161,PASS
Safe_Folder,Sample_170,19,18,ab849fddfc24605f6c9dd61d58c50852,PASS
Safe_Folder,Sample_171,17,16,a85ce535506b130b25193b9408145ca2,PASS
Safe_Folder,Sample_172,19,18,6daa76ba3290e383bddd70e67d29cdc9,PASS
Safe_Folder,Sample_173,15,14,a6054d03da8f0dd7141729f03d01ab03,PASS
Safe_Folder,Sample_174,13,12,9f756441063fbe2ce5dc91ee4db66153,PASS
Safe_Folder,Sample_175,14,13,2357f744ea9e8889f9af790e0c3eaf3e,PASS
Safe_Folder,Sample_176,13,12,5080332a82dc23b57143f9bee4dc09ce,PASS
Safe_Folder,Sample_177,21,20,03687c00979b21f3c579a62497c9f949,PASS
Safe_Folder,Sample_178,18,17,125269d5809658d86fe75af953901d38,PASS
Safe_Folder,Sample_179,17,16,56b92b9d036371e9ae000e5807cbd23e,PASS
Safe_Folder,Sample_180,19,18,033f1fd50534a4a6e89c944867c73a1e,PASS
Safe_Folder,Sample_181,13,12,276c1493e7edf63cbb7c89823953b2c1,PASS
Safe_Folder,Sample_182,18,17,84efc0a16a111772f7cf5689c24c4ef1,PASS
Safe_Folder,Sample_183,19,18,537370c8547cc8044a71908785c612e3,PASS
Safe_Folder,Sample_184,19,18,d29c0a31c1034feeeb27f337f64a79b9,PASS
Safe_Folder,Sample_185,17,16,515ab53ba8a92068bd4e62be268214eb,PASS
Safe_Folder,Sample_186,20,19,679296cdc14017a08b1133c7d9c6a066,PASS
Safe_Folder,Sample_187,19,18,3233bff8d8d5986914e4f12375c6c5f3,PASS
Safe_Folder,Sample_188,14,13,a628bad39c789f9672f2a4ff8bdf2818,PASS
Safe_Folder,Sample_189,20,19,9b2a790ffb528c5070028195607352b7,PASS
Safe_Folder,Sample_190,13,12,d596d5266cd2cdab3485d389d94ad328,PASS
